sample prop_het
JUK07_01 0.0616096207216
JUK07_02.1 0.00351526364477
JUK07_02_rep.1 0.00370027752081
JUK07_03 0.0627197039778
JUK07_06.1 0.0168362627197
JUK07_09.1 0.0040703052729
JUK07_09_rep.1 0.00425531914894
JUK07_14 0.059019426457
JUK07_15 0.00573543015726
JUK07_16.1 0.0160962072155
JUK07_16_rep.1 0.0168362627197
JUK07_17 0.095467160037
JUK07_18 0.0484736355227
JUK07_19 0.0123959296947
JUK07_20 0.0717853839038
JUK07_22 0.0797409805735
JUK07_25 0.110823311748
JUK07_26 0.013691026827
JUK07_27 0.00851063829787
JUK07_28 0.10046253469
JUK07_29.1 0.00462534690102
JUK07_30 0.00388529139685
JUK07_32 0.00370027752081
JUK07_36.1 0.0177613320999
JUK07_37.1 0.0185013876041
JUK07_10 0.101017576318
JUK07_13 0.0155411655874
JUK07_21 0.0220166512488
JUK07_23 0.0214616096207
JUK07_34 0.0170212765957
JUK07_04 0.0192414431082
JUK07_12 0.100832562442
JUK07_31 0.00277520814061
JUK07_11 0.0196114708603
JUK07_06_2 0.0173913043478
JUK07_08 0.00277520814061
JUK07_33 0.00684551341351
JB121807_01 0.00203515263645
JB121807_03.1 0.0049953746531
JB121807_04.1 0.160777058279
JB121807_05 0.161302256752
JB121807_06.1 0.00333024976873
JB121807_08 0.00314465408805
JB121807_08_rep 0.00388529139685
JB121807_11.1 0.00111008325624
JB121807_12.1 0.0704902867715
JB121807_14.1 0.00573543015726
JB121807_16.1 0.169842738205
JB121807_19.1 0.00277520814061
JB121807_20.1 0.00666049953747
JB121807_21.1 0.00758556891767
JB121807_24.1 0.00943570767808
JB121807_25 0.0542090656799
JB121807_27 0.169626341102
JB121807_28.1 0.0101757631822
JB121807_30 0.14298927118
JB121807_31.1 0.00388529139685
JB121807_32.1 0.00518038852914
JB121807_33.1 0.00703052728955
JB121807_34.1 0.00370027752081
JB121807_37 0.00203515263645
JB121807_38.1 0.00721554116559
JB121807_41.1 0.138945420907
JB121807_42 0.081961147086
JB121807_44 0.00462534690102
JB121807_46 0.0166512488437
JB121807_48.1 0.116743755782
JB121807_22_c 0.100092506938
JB121807_26_c 0.0464384828862
JB121807_39 0.00518038852914
JB121807_03_rep 0.00721554116559
JB121807_05_2 0.00370027752081
JB121807_35_2 0.0344125809436
JB121807_47_2 0.146160962072
JB121807_23_2 0.0392229417206
JB121807_27_2 0.0138760407031
JB121807_30_2 0.0101757631822
JB121807_16_2 0.00277520814061
JB121807_18 0.00610545790934
JB121807_43 0.0040703052729
JB121807_29 0.0125809435708
JB021108_02.1 0.0059204440333
JB021108_04.1 0.0379278445883
JB021108_05 0.00277469478357
JB021108_05_rep 0.00277520814061
JB021108_06 0.00444033302498
JB021108_07.1 0.00666049953747
JB021108_08.1 0.0368177613321
JB021108_09.1 0.0049953746531
JB021108_12.1 0.00240518038853
JB021108_13.1 0.00795559666975
JB021108_16 0.00203515263645
JB021108_17.1 0.00314523589269
JB021108_19.1 0.00388529139685
JB021108_20 0.0220166512488
JB021108_22.1 0.0366327474561
JB021108_25.1 0.111933395005
JB021108_26.1 0.00721554116559
JB021108_29 0.0175763182239
JB021108_30 0.00222016651249
JB021108_32 0.00259019426457
JB021108_34 0.0105457909343
JB021108_35 0.0258971513134
JB021108_35_rep 0.0233117483811
JB021108_36.1 0.00518038852914
JB021108_36_rep.1 0.00555041628122
JB021108_37.1 0.00370027752081
JB021108_37_rep.1 0.00518038852914
JB021108_38.1 0.0802960222017
JB021108_39 0.0828862164662
JB021108_41.1 0.0251618871415
JB021108_44.1 0.00240518038853
JB021108_45 0.00203515263645
JB021108_46.1 0.00259019426457
JB021108_46_rep.1 0.00296022201665
JB021108_47.1 0.00203515263645
JB021108_48.1 0.00277520814061
JB021108_24_c 0.0479185938945
JB021108_33_rep 0.00684551341351
JB021108_11_2 0.00943570767808
JB021108_28_2 0.0913968547641
JB021108_40_2 0.0275670675301
JB021108_14_2 0.0279370952821
JB021108_25_2 0.0588344125809
JB021108_31_2 0.0175763182239
JB021108_23 0.0192414431082
JB021108_11_rep 0.0808510638298
BOR07_01 0.175545689974
BOR07_02.1 0.00425531914894
BOR07_03 0.031822386679
BOR07_04 0.00462534690102
BOR07_05.1 0.00814061054579
BOR07_06.1 0.00721554116559
BOR07_07.1 0.00185013876041
BOR07_08.1 0.00240518038853
BOR07_09 0.00573543015726
BOR07_10.1 0.00462534690102
BOR07_11.1 0.00240518038853
BOR07_12.1 0.00240518038853
BOR07_13.1 0.00684551341351
BOR07_14 0.00296022201665
BOR07_15 0.00629047178538
BOR07_16 0.00777058279371
BOR07_17.1 0.00425531914894
BOR07_18 0.0166512488437
BOR07_19.1 0.00943570767808
BOR07_20.1 0.00721554116559
BOR07_21.1 0.0995374653099
BOR07_22 0.00462534690102
BOR07_01_2 0.00851063829787
BOR07_21_2 0.0122109158187
GEO020414_10 0.152608213097
GEO020414_11 0.00332963374029
GEO020414_11_300 0.00259019426457
GEO020414_13_300 0.0059204440333
GEO020414_14 0.0142434332223
GEO020414_14_300 0.0303422756707
GEO020414_15 0.0662227155013
GEO020414_15_300 0.104717853839
GEO020414_16 0.0173880873104
GEO020414_16_300 0.00462534690102
GEO020414_17 0.015538290788
GEO020414_17_300 0.0360777058279
GEO020414_2 0.0371809100999
GEO020414_23 0.00351461339253
GEO020414_23_300 0.00296022201665
GEO020414_24 0.00665926748058
GEO020414_24_300 0.00425531914894
GEO020414_25 0.0251572327044
GEO020414_25_300 0.0745605920444
GEO020414_26 0.0595744680851
GEO020414_27 0.0395929694727
GEO020414_29 0.0743755781684
GEO020414_3 0.00832408435072
GEO020414_30 0.201257861635
GEO020414_4 0.00518038852914
GEO020414_5 0.027382053654
GEO020414_6 0.0529139685476
GEO020414_7 0.00166512488437
GEO020414_8 0.00480947095819
GEO020414_8_300 0.00185013876041
GEO020414_9 0.0112837587865
GEO020414_9_300 0.00777058279371
GEO020414_10_2 0.00814061054579
GEO020414_30_2 0.0253469010176
GEO020414_13_2 0.0049953746531
